기기 또는 구매 목록을 잠글 때 사용할 비밀번호를 입력해주세요.|기기 또는 구매 목록을 잠글 때 사용할 비밀번호를 입력해주세요.
야간|야간
수직|수직
위로 이동|위로 이동
잘못된 잠금 비밀번호입니다. 다시 입력해주세요.|잘못된 잠금 비밀번호입니다. 다시 입력해주세요.
스크롤 방향|스크롤 방향
점프|점프
색 온도와 숙면의 상관관계|색 온도와 숙면의 상관관계
필드 지우기|필드 지우기
연속|연속
로그인|로그인
밑줄|밑줄
즐겨찾기 제거|즐겨찾기 제거
현재 책장에도 남겨두기|현재 책장에도 남겨두기
검색 완료|검색 완료
전체 선택|전체 선택
텍스트 입력 모드로 전환|텍스트 입력 모드로 전환
확대 위치 고정|확대 위치 고정
"압축 해제에 실패했습니다(101).\n남은 용량을 확인해주세요."|"압축 해제에 실패했습니다(101).\n남은 용량을 확인해주세요."
RIDIPAPER 배터리를 오래 사용할 수 있는 방법을 알아봅니다.|RIDIPAPER 배터리를 오래 사용할 수 있는 방법을 알아봅니다.
문단 정렬|문단 정렬
책을 읽다 남긴 책갈피, 형광펜, 메모를 한 번에 모아서 확인해보세요!|책을 읽다 남긴 책갈피, 형광펜, 메모를 한 번에 모아서 확인해보세요!
파일이 손상되었습니다. 외장 SD 카드를 확인해주세요.|파일이 손상되었습니다. 외장 SD 카드를 확인해주세요.
이용약관|이용약관
링크|링크
완료됨|완료됨
기존 잠금 비밀번호를 입력해주세요.|기존 잠금 비밀번호를 입력해주세요.
탭|탭
1. 타인에게 불쾌감을 주는 욕설\n2. 비속어나 타인을 비방하는 내용\n3. 특정 종교, 민족, 계층을 비방하는 내용\n4. 해당 도서의 줄거리나 리디북스 서비스 이용과 관련이 없는 내용\n5. 의미를 알 수 없는 내용\n6. 광고 및 반복적인 글을 게시하여 서비스 품질을 떨어트리는 내용\n7. 저작권상 문제의 소지가 있는 내용\n8. 다른 리뷰에 대한 반박이나 논쟁을 유발하는 내용\n* 결말을 예상할 수 있는 댓글은 자제하여 주시기 바랍니다.|1. 타인에게 불쾌감을 주는 욕설\n2. 비속어나 타인을 비방하는 내용\n3. 특정 종교, 민족, 계층을 비방하는 내용\n4. 해당 도서의 줄거리나 리디북스 서비스 이용과 관련이 없는 내용\n5. 의미를 알 수 없는 내용\n6. 광고 및 반복적인 글을 게시하여 서비스 품질을 떨어트리는 내용\n7. 저작권상 문제의 소지가 있는 내용\n8. 다른 리뷰에 대한 반박이나 논쟁을 유발하는 내용\n* 결말을 예상할 수 있는 댓글은 자제하여 주시기 바랍니다.
텍스트 삭제|텍스트 삭제
글꼴 추가|글꼴 추가
취소선|취소선
책장 동기화|책장 동기화
목차가 없는 작품입니다.|목차가 없는 작품입니다.
%1$s은(는) 범위를 벗어난 날짜입니다.|%1$s은(는) 범위를 벗어난 날짜입니다.
변경 사항은 반대 방향(←)으로 보는 작품에만 적용됩니다.|변경 사항은 반대 방향(←)으로 보는 작품에만 적용됩니다.
이름 없는 PDF|이름 없는 PDF
제목|제목
선택한 작품을 책장에 추가했습니다.|선택한 작품을 책장에 추가했습니다.
[파일명]|[파일명]
잠금 비밀번호를 입력해주세요.|잠금 비밀번호를 입력해주세요.
글꼴|글꼴
페이지 %1$d|페이지 %1$d
파일 관리|파일 관리
동기화 진행 중입니다...|동기화 진행 중입니다...
비밀번호를 한번 더 입력해주세요.|비밀번호를 한번 더 입력해주세요.
뒤로가기|뒤로가기
직사각형|직사각형
추가|추가
새로운 업데이트가 있습니다.|새로운 업데이트가 있습니다.
선 끝|선 끝
사용|사용
설정|설정
독서노트|독서노트
잠금 비밀번호 설정|잠금 비밀번호 설정
수평|수평
접기|접기
주석 레이어 합침|주석 레이어 합침
시작|시작
공유|공유
선 스타일|선 스타일
밝기 조절 제스처 사용|밝기 조절 제스처 사용
상/하단 정보 표시|상/하단 정보 표시
단일|단일
